word,meaning,dailyKey
lutar,"1. v. i. a) (combater, brigar) kulwa v. i. . b) (despender todas as forças, trabalhar com afinco, para atingir certo objectivo) kutshetshembuteka, kuvindlavindleka, kugingiriteka v. i. . c) (disputar, competir) kulwetana v. rec.. || [lutar corpo-a-corpo, engalfinhando-se, agarrando-se um ao outro]: kupshimbirisana v. rec.. || [lutar com ramos verdes, numa brincadeira entre rapazes]: kuphundlana v. rec.. || [lutar corpo-a-corpo, com paus]: kuvhikisana (hi tinhonga) v. rec.",20281120
clarificar,"v. t. (esclarecendo) kubasisa, kudlúnyátá, kudlúnyátísa v caus., kuhlamusela, kutlhávúkányísa v. t.",20281121
dócil,adj. 2 gen. -á kúnábzála loc. adj.,20281122
atentar,"s. f. a) (cuidado, zelo) nongoti (mu-mi), kutivónélá, kutibasópa (ku). b) (consideração, cortesia) vumunhu, vukumpfákumpfá (vu).",20281123
solicitar,v. t. kukómbélá v. t.,20281124
restaurar,"ut. kuyákísá, kupfúxétá, kupfúxétéla v. t.",20281125
abraço,"s. m. kuvúkárhá, kutlámárhéla, kusingarhela, kukhúmbárhéta, kukhwámárhéta, kuvúlúngéta, kuxíngá (ku), kuháká (ku). (1) hug., nsíngárhélo, nkhwámárhéto, vúlúngéto (mu-mi).",20281126
reorganizar,"u. t. kutlhela -lúlámésélá, kululamisela kámbe, kutlhela -lúnghísélá, kulunghisela kámbe, kutlhela, -kórókéta, kukórékéta kámbe v. t.",20281127
elogiar,"v. t. kubuma, kudzuna, kuthéméndéla, kukhúzélá v. t. || [elogiar, especialmente deitando loas]: kubumabumela v. t. || [elogiar em forma de poesia]: kuthópá v. t.",20281128
expor,"v. t. kukómbísá; kudlúnyátá, kuvéká riváléni, kuvéká gqekéni v. t. || [expor um assunto]: kuyandlala v. t. 2. v. pron. kutiyánéká v. pron.",20281129
crescer,"v. i. a) kukúlá v i; kumila v. i. (referente a plantas, cabelo, etc.); kukukumuka v. i. (referente a massa de pão, de bolo...) || [voltar a crescer - Diz-se das plantas]: kurhumbuka v. neutr. pass b) (fazer-se) kupámbá v. i.",20281130
claro,"adj. -á kúkhánya, á kúbása, -á kudlúnyátéka, -á kuvónéká, -á kuvóná loc. adj. Ex.: Quero uma tinta clara. Ndzilává pénde rá kuvóná. 2. adv. (com clareza; claramente) hí kúkhánya, hákunéné loc. adv. 3. interj. (sem dúvida; evidentemente) kunéné, ímpéla, vhéla interj.",20281201
subir,"1. v. t. a) (elevar) kukhwélísá, kutlhantukisa kutlhandlukisa; kudekula v. caus.. || [ajudar a subir, empurrando para cima]: kubúnyétá v. t. . b) (galgar; percorrer, subindo) kukhwélá, kutlhantuka kutlhandluka v. t.. || [subir uma encosta]: kukhupuka v. t. & i. . c) (montar, colocar-se sobre uma montada) kugada v. t. . d) (entrar para um veículo) kukhwélá v. t. . e) (aumentar o preço de) kutlakusa, kukhwélísá v. caus.. 2. v. i. a) (ascender, elevar-se) kukhwélá, kuphákámá, kutlhantuka kutlhandluka v. i.. || [subir, elevar-se. Diz-se do fumo]: kutúvíká, kumbúlúká, kumpákúká v. i. . b) (montar, colocar-se sobre uma montada) kugada v. i. . c) (aumentar de preço) kutlakuka, kukhwélá v. i.",20281202
usar,"v. t. a) (genérico) kutirhisa Ex.: usar uma charrua, usar uma peneira kutirhisa gejo, kutirhisa rihlelo. b) (ter o costume de) kutólóvéla, kukótísá v. t. || [usar de hospitalidade]: kurhúrhélá v. i. c) (pôr roupa, chapéu) kuyambala, kugqoka, kuvehela | kuveheta || [usar, amarrar o lenço à cabeça]: kumbhoza, kubóhá v. t. || [usar, amarrando à volta do corpo]: kubóhá v. t. Ex.: usar uma capulana kubóhá ngúvu. || [usar a capulana à altura do peito]: kugqaya v. t. & i. || [usar roupa curta]: kukomisa v. i., kugomisa v. i. (Ro). || [usar a roupa (calças, saias, etc.) muito abaixo da cintura]: kunyeketa, kubá nyekéta v. i.",20281203
insistir,"v. i. kusímámá, kuphikelela v. i., kukhó ideo. Ex.: Ele insiste na sua cantilena! Ali khó, ní ngoma yá yena yá khéle! Ex.: Insistam, acabará por ceder. Míku khó, átáze ápfumelá. b) (pôr ou fazer instância, argumentando; questionar) kukánélá, kukánétá v. i., kuxálúdzá v. i. (fig.) [cf. neutralizar], kutlhava mhaká v. i. (idiom.). c) (ser necessário ou urgente) kubóhá, kufánélá, kúkómbélá, kulávéká v. i.",20281204
azul,adj. 2 gen. -á wási; -á nkuxé loc. adj. 2. s. m. a) (a cor azul) wasi (ri-ma). b) (a cor azul-esverdeada) nkuxé (mu-mi).,20281205
luz,"s. f. kuvonakala (ku), rivoningo (ri-ti). || [luz artificial]: gezi (ri-ma). (1) gas.",20281206
avançar,"v. t. a) (fazer ir para diante; fazer adiantar) kurhángísá, kuyisá máhlwéni, kuyisá phámbheni v. caus. b) (superar, exceder) kutlúlá, kurhángélá v. t. c) (ir além de (o ponto permitido ou convencionado); ultrapassar) kuhundza, kunlhúlá v. t. 2. v. i. a) (andar para a frente; adiantar-se) kurhángá v. i. b) (progredir) kuphókóphéla | kupfókópféla kuyá máhlwéni, kuyá phámbheni v. i. || [avançar ou subir, como uma seta]: kutúmá v. t. c) (decorrer, passar (o tempo)) kuhundza, kunlhúlá v. i. d) (ganhar terreno) kumpfempfa v. i.",20281207
nuvem,"s. f. papa, refu (ri-ma), ntingajambu (mu-mi).",20281208
praticar,"1. v. t. a) (levar a efeito; cometer, executar) kuyendla kuyenca, kumaha v. t. b) (actuar em; exercer) kutirha v. t. c) (fazer (determinado desporto, ou modalidade desportiva)) kuyendla v. t. d) (treinar, procurar adquirir prática ou experiência) kutitólóvéta v. pron., kupratikara v. t. (P). 2. v. i. (adquirir experiência) kutólóvéla v. i.",20281209
validar,"v. t. kutíyísá v. caus., kufunga; kupfúxétá v. t.",20281210
apoiar,"v. t. a) (ajudar, defender) kusékétéla, kusékélá, kuyímélá, kupfuna v. t., kupoyara, kuapoyara v. t. (P). b) (encostar contra) kukhégétéla | kukhígétéla, kugimeta, kugenetela kugemeta | kugenetela v. t. || [apoiar, por exemplo, a panela ao lume com pedras para não cair]: kukúngétá, kutlhiva; kuqaka v. t. 2. v. pron. kutisékétéla v. pron., kukhégélá | kukhígélá v. i.",20281211
pedra,s. f. ribze rigwe (ri-ma) (plural: maribze/mabze; marigwe). || [pedra preciosa]: ribze ra nkoka (ri-ma).,20281212
pagar,"1. v. t. a) (satisfazer (dívida, encargo, etc.); satisfazer o preço ou valor de) kuhakela v. t., kubatala v. t. (A) betaal. || [pagar renda, quota]: kubatala v. t. (A) betaal. || [pagar multa]: kuhlawula v. t., kuhakela multa v. i. (P) multa. || [pagar uma bebida a alguém]: kub'ambhela, kuchelela v. t., kupaga v. t. (P). b) (remunerar, gratificar) kuholela; kutlangela v. t.. c) (recompensar; retribuir) kurihela v. t.. d) (sofrer vingança, desforra, em consequência de; sofrer as consequências de) kuriha v. t.. e) (restituir, na mesma espécie) kutlhelisela v. t.. 2. v. i. a) (desobrigar-se de compromissos; satisfazer, reembolsar alguém do que lhe é devido) kuhakela, kuriha v. i.. b) (desembolsar dinheiro) kutlangela v. i.. c) (sofrer consequências; expiar uma culpa) kuriha v. i.. 3. v. pron. a) (receber a paga ou recompensa) kuhola v. i.. b) (descontar, do que se há de entregar, a parte que lhe é devida) kutilawula v. pron.. c) (contentar-se) kutiphina, kutikhorisa v. pron.",20281213
mimo,"s. m. a) (coisa delicada, que se oferece ou dá; prenda) xihíwa (xi-svi) . b) (delicadeza, gentileza) vunene, vunakulobze (vu) . c) (carícia, afago) kunyanga (ku), nsvosvelo, nyangu (mu-mi) . d) (pessoa ou coisa delicada, encantadora) mbhuri (yi-ti) . e) (primor, perfeição) rixaladza, rinkaho (ri-ti). || [mimos]: kuhena, kunyenyela, kunyenyelisa (ku), vunyenyeti, vunyenyelisi (vu), xinyenyenyeliso (xi-svi).",20281214
meio,"1. s. m. a) (ponto equidistante dos extremos; lugar que dista igualmente de todos os pontos a seu redor, centro) xikarhi | makarhi, ndzeni, phakathi adv. . b) (lugar onde se vive, ambiente) ndhawu leyihirhendzeleke (yi-ti), whanyelo, vurhurhelo (vu) . c) (recurso(s) empregado(s) para alcançar um objetivo; método) rhengu (ri-ma), ndlela (yi-ti) . d) (maneira de agir; modo) mayendlela mayencela, mamahela (ma) . e) (poder para praticar uma acção, capacidade) matimba (ma), ntamu (mu-mi). 2. num. (metade de um) hamfu (yi-ti). (1) half. 3. adj. (que indica a metade de um todo) -á hamfu loc. adj.. 4. adv. (por metade, não totalmente) -nyana part.dim.. Ex.: meio cansado -á kukarhalanyana.",20281215
recordar,"1. v. t. (fazer lembrar-se de) kurímúxá, kutsúndzúxá, kukhúmbúzá, kuyanakanyisa v. caus. 2. v. i. kurímúká, kutsúndzúká, kuyanakanya, kukhúmbúká, kukhúmbúlá, kuyanakanya v. i.",20281216
compartilhar,v. t. kuhlengela v. t.,20281217
iluminar,v. t. kuvoninga v. t.,20281218
vencer,"1. v. t. a) (derrotar) kuhlúlá v. t. || [vencer num jogo, num concurso]: kupsínxá, kupálá v. t., kuhúméléla v. i., kuwina v. t. (l) win. b) (refrear, reprimir) kucívá, kufúmá v. t. c) (dominar) kukótá, kufúmá v. t. d) (percorrer, ultrapassando) kufámbá v. t. e) (ganhar como vencimento) kuhola v. t. 2. v. i. (alcançar vitória) kuhlúlá, kuhúméléla v. i.",20281219
construir,v. t. kuyáká v. t.,20281220
evidenciar,v. t. kukombísá; kudlúnyátá v. caus. 2. v. pron. kutikómbá v. pron.,20281221
feliz,adj. 2 gen. -á kútsáka; -á njombó loc. adj.,20281222
curtir,"v. t. a) kuchuka v. t. (Diz-se das peles). b) (desfrutar, deleitar-se) kukurtira v. t. (P), kutiphíná v. pron. c) (fazer farra) kumapándzá, kumadavúla v. i.",20281223
cooperar,"v. t. a) (operar simultaneamente; colaborar) kutirhisana, kupfúnétána v rec. kuhlengela v. t. b) (ajudar; participar) kupfúnétá v. t. 2. v. i. (ajudar; colaborar) kupfúnétá v. i.",20281224
hoje,"adv. a) namúntlha | nyamúntlha adv. b) (na época que corre, actualmente) masíkú lawa (loc. adv., namúntlha adv).",20281225
puro,"adj. -á kúbása, á kuténgá loc. adj. || [coisa pura, sem mistura]: nyóndzoma (yi-ti). (Ro). Ex.: lingua pura; (individui) changana puro rirímí rá nyóndzoma; muchangana wá nyóndzoma. || [bebida pura, sem mistura]: rigaga (ri-ma). (Diz-se de bebida pura, sem mistura). Ex.: aguardente pura sope rá rígága.",20281226
ligar,"v. t. a) (fazer aderir, pegar) kukhománisa v. caus. . b) (pôr contiguo, ligar pelas pontas) kutlhavinyeta, kukhuleketa v. t. . c) (pôr em comunicação) kuhlanganisa | kutlhanganisa v. caus. . d) (misturar) kupfangá, kukatsa, kupatsa, kudivanisa v. t.. e) (dar atenção) kulondzisa, kukaxa, kunaka v. t., kutendera, kuligara v. t. (P). atender.. f) (pôr em funcionamento (sistema elétrico), abrir) kutlhavika, kulumeka v. t., kulayitha v. t. (1) light.. g) (pôr em funcionamento (um motor)) kudumisa v. caus., kustata v. i. (1) start.",20281227
doce,"adj. a) -á kútsómbéla-á kútsókótsa, á kútsókótséla, á kúlómbéla loc. adj. b) (terno, meigo; brando) -á rirhándzú, -á kukhómá mbilú; -á kunábzála loc. adj. 2. s. m. (rebuçado) xidónsana (xi-svi), dósi (ri-ma). (P).",20281228
transformar,"1. v. t. kuhundzula, kundzúlútá v. caus., kucinca v. t. (l) change. 2. v. pron. (transformar-se) kuhundzuka | kundzúlúká v. neutr. pass., kucinca v. i.",20281229
produzir,"v. t. a) (ter como consequência ou resultado; causar, originar) kuvanga, kutsámbá, kutumbuluxa; kupsálá v. t. b) (dar como proveito ou rendimento; render) kubindzula v. t. c) (fabricar) kukhándhá, kuhámbá, kumáká v. t.",20281230
suportar,"v. t. a) (sustentar, apoiar) kuseketela, kupfuna v. t.. b) (aguentar) kubzatsha, kurhwálá, kupfumela v. t., kugwenta v. t. (P) aguentar.",20281231
bater,"v. t. a) kubá v. t. || [bater com o lado do punho, com o polegar para fora]: kudzina, kukhindla v. t. & i. || [bater com os nós dos dedos, dar um carolo]: kurónyá (gótwana) | kufónyá (gótwana) v. t. b) (bater (em porta ou janela) com os nós dos dedos) kubá, kugóngóndzá v. t. c) (contundir) kufúndúrá, kukíngindza, kupímbíndzá, kumúkúlá v. t. (A) moker. || [bater com a cabeça contra qualquer coisa a baixa altura (por exemplo, o lintel de uma porta baixa)]: kudliva v. t. || [bater a casca de uma árvore para se lhe extrair as fibras]: kub'éthá. || [bater (a) mesa]: (Moç.) (subornar) kubá táfúla v. i. kutsakamisa v. caus. Ex.: Vai bater mesa naquele cinzentinho... Fámba úyatsákámísá xiphóyisána lexíya... Lit.: Vai molhar aquele cinzentinho... 2. v. i. (palpitar, pulsar; soar, dar (horas)) kubá v. i. || [bater palmas]: kuwomba, kuwombela, kubá mavókó v. i. || [bater em retirada]: kuhlehla v. i. || [bater as asas]: kukúputa; kubáléká v. i. || [bater mato, por exemplo para levantar a caça, ou para espantar gafanhotos na machamba); na caça, percorrer (terreno, mato, caminho, etc.) em observação, exploração]: kubúlá v. i., kubúlélá v apl. 3. v. pron. a) (lutar) kulwa v. i. b) (pôr-se de viagem; mandar-se) kubá róda; kukhómá ndléla v. i.",20290101
perceber,"v. t. a) (entender) kutwá, kutwísísá v. t. b) (notar, ver) kuvóná, kuxíyá v. t.",20290102
ensinar,"v. t. kujóndzísa, kufúndhísá v. t.",20290103
agradecer,"v. t. kukhensa, kutlángélá, kuvonga | kub'onga v. t. (Z) ukubonga.",20290104
felicitar,v. t. (apresentar parabéns) kufísélá v. t. || [felicitar pelo bom trabalho ou boa acção]: kuxúmísá v. t. [cf. parabéns].,20290105
flor,"s. f. a) xiluva (xi-svi), filóri (ri-ma). (P). || [o conjunto das flores de uma árvore]: vuluva (vu). b) (mulher, menina bela) (fig.) xiluva (xi-svi), filóri (ri-ma). (fig.).",20290106
distribuir,"v. t. kuphakela, kuyavela, kunyikela v. t.",20290107
executar,"v. t. a) (efectuar) kuyendla | kuyenca, kumaha v. t. b) (aplicar a pena de morte a) kutsémélá rifú, kukhatisa hí rifú v. t.",20290108
ouvir,"1. v. t. a) (escutar) kuyingisa, kumamela; kurhiya ndleve v. t.. b) (inquirir (o réu, as testemunhas, os peritos, etc.)) kutwa v. t.. c) (escutar os conselhos, as razões, os votos de) kuyingiseta v. t.. 2. v. i. a) (perceber as coisas pelo sentido da audição, escutar) kuyingisa v. i.. || [ouvir-se, ser audível]: kutwakala, kutwala, kupfuma | kuvhuma v. i.",20290109
guardar,"v. t. a) kuhlayisa, kuvékísá; kuvéká v. t. || [guardar rancor, ruminar vingança]: kubejela v. apl. b) (tomar conta de; proteger) kuvónéléla, kubasopa; kusírhélá v. t. c) (vigiar) kurindza, kubasopa v. t., kugada v. t. (1) guard.",20290110
criar,"v. t. a) (dar existência a; gerar) kutumbuluxa; kuvúmbá v. t. b) (dar origem a, produzir, causar) kuvanga v. t. || [criar empecilhos]: kuwónhíséla, kusápátéla v. t. c) (inventar, imaginar) kutsámbá kuqámbhá v. t. d) (estabelecer, fundar) kusíméká, kusúngúlá v. t. e) (alimentar, sustentar) kuwundla v. t., kukúlísá v. caus. f) (promover, manter procriação de (animais)) kufúyá v. t. g) (cultivar) kubzálá; kurima v. t. h) (adquirir, granjear) kukuma v. t., kutilávélá v. pron. 2. v. i. a) (encher-se de pus (uma ferida)) kuhúmá, kupfundzela v. i. 3. v. pron. a) (nascer, originar-se) kupsálíwá, kuvelekiwa, kutumbuluxiwa v. pass. b) (formar-se, crescer, desenvolver-se) kukúlá v. i.",20290111
ficar,"v. i. a) (permanecer) kutshámá; kuku-meka v. i. b) (sobrar) kusálá v. i. c) (ser o último de muitos) kusálélá v. i. d) (amigar-se) kuhanya v. i. || [ficar até ao pôr do sol]: kupélísá, kupétá jámbu, kuchónísa v. i. [of. anoitecer]. || [ficar até ao amanhecer]: kupílá, kuxísá v. i. [cf. amanhecer].",20290112
aproximar,"v. t. a) (pôr-se próximo de) kutshinekela, kutshindzekela v. t. Ex.: Aproximou o inimigo com cautela. Átshinékélé nalá hí kutivónélá. b) (fazer chegar perto de) kutshineta | kutshuneta, kutshindzeta | kutshundzeta v. caus. Ex.: aproximar a cadeira à mesa kutshineta xitshámú ká méza. 2. v. pron. (aproximar-se) kutshinela kutshunela, kutshinekela kutshunekela, kutshindzekela | kutshundzekela v. i.",20290113
comparar,"v. t. kufánísá, kuringanisa, kupimanisa, kuringanyeta v caus.",20290114
destacar,"v. t. a) (separar) kuyavukanyisa, kuyáhlúla, kutsavuxa v. caus. b) (fazer sobressair) kutlakusa, kuhúmélélísa, kudlúnyátá v caus. c) (enviar parte da tropa) kurhúmélá (xíkwáta) v. t. 2. v. pron. a) kuyáhlúká, kutsavuka v. i. b) kutlakuka, kuhúméléla v. i.",20290115
amar,v. t. kurhándzá; kulává v. t.,20290116
medir,"v. t. a) (avaliar a extensão, medida, ou grandeza de) kupima v. t.. b) (olhar uma pessoa insistentemente, em sinal de provocação ou para formar juízo sobre ela) kupima, kupeza, kuringa v. t., kusayiza v. t. (1) size. || [medir o comprimento]: kuthepa v. t.. || [medir, avaliar o peso]: kukala v. t., kupeza v. t. (P) pesar.",20290117
paz,"s. f. kurhula (ku), vukhwatsi (vu). || [estar em paz]: kurhula v. i.",20290118
viajar,"1. v. i. a) (fazer viagem ou viagens) kuyendza; kuvhákáchá v. i. || [viajar de noite]: kukitsa v. i. b) (estar sob a influência de droga(s) que causa(m) alucinação ou alucinações) kuyendza v. i., kuvhiyaxjara v. i., kudakwa v. i. 2. v. t. (Moç.) (embaraçar, troçar) kuvhiyaxjara, kufényá mpandla v. t.",20290119
buscar,"v. t. a) (procurar) kulává; kulávétéla v. t. || (procurar com os olhos) kuválángá v. t. b) (apanhar, pegar) kuteka v. t.",20290120
justificar,"v. t. a) (demonstrar ou provar a inocência de) kurhúlá nandzú; kutíyísá vukálánandzú v. t. b) (tornar justo; reabilitar) kuyendla mululami, kukhupa v. t. c) (legitimar, desculpar) kusékétéla v. t. d) (demonstrar, provar) kuhlamusela v. t. e) (fazer passar do pecado à graça) kuhlampsa svijóhó, kubasisa svijóhó v. t. 2. v. pron. (provar a sua inocência ou a boa razão de seu procedimento) kutihlámpsá, kutikhúpá, kutibasísa v. pron.",20290121
estrela,"s. f. (astro) nyéleti (yi-ti). || [cada uma das estrelas da constelação das Pleiades]: xirimela (xi-svi). || [estrela cadente]: nyéletítinhláhlé (yi-ti). [cf. meteoro]. 2. s. 2 g. (por exemplo, o artista, o desportista) nsíni (yi-ti).",20290122
distinguir,"v. t. a) (contrastar, diferenciar) kuhámbánísa | kuhámbányísa, kusíyánísa, kukhétékísa v. caus. b) (pôr em evidência) kutlakusa, kukúlísá v. caus., kubumabumela, kuthéméndéla, kudzunisa v. t. 2. v. i. (ser diferente; distinguir-se) kuhámbáná, kusiyána v. rec. 3. v. pron. a) (distinguir-se) kuhúméléla v. i. b) (tornar-se o ás) kuha-za, kutsémá xívángu v. i.",20290123
relacionar,"v. t. a) (estabelecer relação (entre coisas diferentes) kuyelanisa, kufámbélánísa v. caus. b) (pôr em lista) kulongoloxa, kuxaxameta; kutsálísá t.",20290124
respeitar,"ut. a) kuxixima, kuchává v. t., kuhlóníphá v. t. (Z) ukuhlonipha. b) (dizer respeito) kuyelana, kufámbélána v rec., kulumba v. t.",20290125
explorar,"v. t. a) (percorrer estudando, procurando) kuválángá v. t. b) (sondar, perscrutar) kurhálárhála, kulangútísísa v. t. c) (pesquisar, observar, estudar) kuxópáxópa v. t. d) (tirar partido ou proveito de; fazer produzir; desenvolver (um negócio ou indústria)) kubindzula v. t. e) (tirar partido ou proveito de parentesco, amizade, relações com; sugar) kuxolola v. t. f) (abusar da boa-fé, da ingenuidade ou da ignorância de; enganar) kuxísá, kuxenga v. t.",20290126
